Name;Tag;Coordinates;Base Item;Attack Damage;Attack Speed;Ability;Armor;Armor Toughness;Enchantments;Bonus Stats;Obtain
The Primal Sapling;Book;['(-1570, 83, -527)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Okeke, atop a lighthouse at the docks. It references a "great tree" to the east of the town, pointing the player towards the Glade of the Giant.']
The Rise of Avsohm;Book;['(518, 65, 1840)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Drabyel, and describes the rise of the Avsohm|Empire of Avsohm.']
The Skeveraan;Book;['(3116, 27, 1284)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Skeveraan Laboratory in southwest Spearhead Forest. It describes the Skeveraan, a sect of alchemists who can create Frankenstein-like monsters from corpses.']
The Strength of Will;Book;['(1484, 153, -1989)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Ancehl Castle, in the large prismarine-domed building containing a Mihkmari Arcanist.']
The Tri-Moon Theocracy;Book;['(-8, 73, 5300)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Mohta, and contains a history of the Tri-Moon Theocracy.']
The White Vault;Book;['(-2696, 64, -1744)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Athrah, in a building near the dock. It references the Avsohmic Vault off the western coast of Casai.']
The Wondrous Effects of Primal Khivesbrew;Book;['(-3284, 111, 1615)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in The Foundry. It describes the beneficial effects of Primal Khivesbrew, a potion developed by Red Dawn that significantly enhances one's speed, strength, and stamina."]
Theogony Volume I;Book;['(571, 63, 1839)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book, along with its other two volumes, can be found in a chest inside the Drabyel Bookstore. This volume contains information on the three major deities of the world: Virtuo, Maelihs, and Drehmal.']
Theogony Volume II;Book;['(564, 63, 1851)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Drabyel Bookstore. It provides an overview of the [Major Aspects](/Lore/Higher_Beings/Aspects/Major_Aspects/), the more powerful of the minor gods in the realm of Drehmal.']
Theogony Volume III;Book;['(561, 64, 1849)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Drabyel Bookstore. It provides an overview of the [Minor Aspects](Lore/Higher_Beings/Aspects/Minor_Aspects/).']
They've Been Lost;Book;['(26894, 85, -128)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["They've Been Lost can be found in a chest in the Primary Energy Collection Facility. It describes the corruption of one of the workers at the Primary Collection Facility, Theru, being corrupted by forces beyond her control."]
Thought-recording of Ekari, Number 1870;Book;['(-252, 36, 1653)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in the Admin Wing|Administrative Wing of the Av'Sal Repository. It seems to contain the recorded thoughts of Ekari, as they were imagining a design for the Ancillary Research Facility at Sal'Mevir."]
Three Great Sigils;Book;['(2227, 67, 251)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Hevhlak, seeming to reference the Minor Aspect Dahroehl, Aspect of Freshwater, apparently worshipped in this village.']
Rehntite Catalyst;Book;['(4133, 127, 281)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book describes a rehntite catalyst, which fueled one of the many elevator chutes found in Avsohmic ruins.']
Mosaic;Book;['(4138, 127, 281)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is placed in front of a piece of gray glazed terracotta, presumably describing some kind of Sasquatch in Drehmal mythology.']
Alchemy Supplies for The Great Work;Book;['(4134, 127, 285)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found before a brewing stand, rotting flesh, redstone dust, and a carnelian fungus.']
Rhaveloth Rubble;Book;['(4143, 127, 279)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found in front of a pile of blackstone.']
Amethyst Cluster;Book;['(4138, 127, 277)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found in front of an amethyst cluster.']
Heartwood Saplings;Book;['(4140, 127, 285)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book lies between two saplings: a potted jungle sapling on the left, and a potted dark oak sapling on the right. This establishes that the South Heartwood, pre-Desolation, was more of a jungle biome than a dark forest like the North.']
Early Holotext Prototype;Book;['(4143, 127, 291)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found beside a sandstone wall and a piece of green concrete, which projects a crude version of holotext when stood upon. This is a reference to the writing system of the Nomai in Outer Wilds, as well as the holotexts found throughout Drehmal.']
Anti-Gravity Pillar;Book;['(4133, 127, 291)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found in front of two quartz pillars over a bottom-slab and below a top-slab, seemingly levitating.']
Kiln Ceiling Tile;Book;['(4145, 127, 283)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['One of the nine unnamed books at the Timberhearth Observatory and Museum in Spearhead Forest. Each of the nine books is placed on a lectern and describes a nearby exhibit, typically of Avsohmic-era technology. This book is found before a singular quartz block and prismarine brick slab.']
Torn History Tome;Book;['(1523, 141, -1975)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Ancehl Castle.The text is concerned with the history of the castle. It is one of three books in the room with the "Dusty Memo," which hints at a puzzle involving the books, in which each of the books must be turned to the page that contains their respective passage in the memo.']
Transcription of Artifact CXE-445;Book;['(1980, 72, 1502)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Insohmic Research Center in the North Heartwood. It is a transcription of an audio log recovered from a battlefield, suggesting that the soldiers were wiped out by some kind of "worm" and turned into "perfectly circular holes."']
Travels of Captain Ihb, Volume I;Book;['(-261, 88, 1624)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern on the westward bridge from the center island of Av\'Sal. It is the first in the "Travels of Captain Ihb" series spread throughout the world, written by Devro Ihb, and tells the tale of his origin and his clash with other pirates in Palisades Heath.']
Travels of Captain Ihb, Volume II;Book;['(-3182, 63, 1264)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in New Elvett. It is the second book in the "Travels of Captain Ihb" series spread throughout the world, and contains Ihb\'s journey to the island of Sahd in the far southeast.']
Travels of Captain Ihb, Volume III;Book;['(4566, 138, 2723)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern atop a treehouse in the northern Black Jungle|The Black Jungle. It is the third installation in the "Travels of Captain Ihb" series, and tells the tale of Ihb\'s journey north to the Island of Dusk and Island of Dawn, in search of Xor\'Huul.']
Tree Shrine Note;Book;['(3335, 77, 3437)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest at the Kiln of Virtuo. It refers to the gigantic pink-leaved tree in the southeast portion of the island, highly reminiscent of those from Sahd.']
Troubles of Arawehn Anyr;Book;['(-3447, 140, 2230)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in the pyramid at Sal'Anyr. It is written by a sibling of future Emperor Anyr shortly after their house was assigned control of the Anyr'Nogur region. The locals, descended from Casai|Casains who worship Voynahla, hold a significant distaste for their new Avsohmic superiors, and so Arawehn decides to rename the city to Sal'Anyr and convert the pyramid to the Anyr family mausoleum to encourage assimilation."]
Unholy Ritual of Stone;Book;['(-1275, 47, -4063)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in the ruins of Xor'Huul."]
Uninvited Guests;Book;['(2205, 69, 181)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Hevhlak. It contains a story told by the Wingmaker Arjen, warning the residents of Hevhlak about Tethlaen and assuring them that the Wingmakers have renounced him.']
Virmari;Book;['(4473, 72, -305)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This untitled book can be found on a lectern in what looks to be a ruined chapel between the Grand Pike Canyon and Spearhead Forest regions, providing insight as to the process of ascension to the status of Virmari.']
Barhvama Doh;Book;['(1851, 117, -3154)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['The untitled book can be found in the Faehrcyle region on a lectern under a white shelter.']
symmetry;Book;['(3851, 64, -3085)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['These four identical untitled books can be found on lecterns in the Faehrcyle region, sitting on top of the ice and beneath a large quartz structure. Their text contains the words "symmetrysymmetry" repeated for 25 pages, followed by "asymmetryasymmetry" repeated for another 25 pages.']
gaming;Book;['(2082, 111, -809)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['gaming (untitled book)']
Skeleton Stand-Up;Book;['(-2879, 64, 5169)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This untitled book can be found on a lectern in a comedy club in Rhaveloth.']
Teiruun Sensory Deprivation;Book;['(5611, 156, 3016)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This untitled book can be found on a lectern in the facility beneath Teiruun Monastery, recording the finding that sensory deprivation can temporarily result in some kind of augmentation. Within this room, a lever can be pulled to open the wall and reveal a wither skeleton named "The Deprived."']
Seeing Things At Sea;Book;['(3253, 62, 3555)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This untitled book can be found in a ship at the dock of the Kiln of Virtuo.']
Warden's Journal;Book;['(4647, 104, -735)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found on a lectern in Shatterhorn Gulch, in the warden's room."]
Water-Damaged Letter;Book;['(-2722, 16, 2148)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a shulker box in the Exodus Vault. Written by a deliveryperson between Exodus and The Foundry, it mentions increasing military presence within and around the vault, as well as strange amounts of technology being shipped to Red Dawn and Green Serpent.']
Wealthy Citizen's Reflections;Book;['(37, 84, 1664)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest in southeastern Av'Sal. It tells the story of a wealthy Avsohmic painter, who grew up the child of a lumberjack in Spearhead Forest, but was sent away to study painting after her father discovered her talent for the art. She studied in several of the finest academies in the realm, and eventually made a strong name for herself as a painter in Av'Sal. She was able to transition using Avsohmic runic tattoo technology, married, and had children, and at the time of writing, ponders if she should bring her husband and children to meet their grandfather for the first time."]
Wehndan's Gratitude;Book;['(1697, 32, -2776)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in the Rehntite Cave. It provides some insight into the nature of rehntite, and its importance to the Avsohm|Empire of Avsohm.']
Welcome to Drehua Temple;Book;['(-139, 154, 2846)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame at the entrance to Drehua Temple. It is not a writable book, and gives a hint as to the accepted Devotion gifts for Drehmal.']
Wellspring Day;Book;['(3997, 82, 3449)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Firteid library. It describes the regional holiday of Wellspring Day, from the traditional rituals performed on the day to the performances, foods, and cultural exchanges that came to be added to its festivities.']
What Lies Beyond the Veil?;Book;['(0.5, 72, 5280.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the center of Mohta, containing a meditation on the nature of outer space in Drehmal, what lies beyond the Veil that prevents observation beyond the moons of the realm.']
Wisewoman's Journal;Book;['(-937, 204, -1684)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["This book can be found in a chest atop Mt. Mekta, in the northeastern area of the Merijool region. It appears to have been written on the day of Avsohm's fall."]
Woes of a Botanist;Book;['(3929, 89, 3510)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found on a lectern in Firteid. It contains the writing of a frustrated botanist, upset at the fact that every plant in their garden seems to have been planted in the wrong location.']
Youngster's Journal;Book;['(3311.5, 82, 3406.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in an item frame in the "Akhlo\'Aroma" building outside the Kiln of Virtuo.']
lanruoJ;Book;['(-2866, 77, 5267)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['This book can be found in a chest in Rhaveloth. With the text reversed, it reads: "Why is nothing working, why why why. Every day I wake up."']
Relic Vessel;Trinket;['(-149, 156, 2867)', '(3370, 70, 3476)', '(-2857, 106, 5331)', '(-955, 166, -4138)', '(4289, 92, -977)', '(1069, 55, 1115)', '(1864, 60, 4251)', '(2312, 73, -1611)', '(-3137, 105, -999)', '(-1430, 107, -1637)', '(1027, 97, -3007)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['Beneath a chiseled stone brick in one of the stone structures in the courtyard. Chest located at (-149, 156, 2867).', 'Beneath a Torii gate at the southeastern edge of the island. Chest located at (3370, 70, 3476).', 'Dangling from a chain far above the bridge leading into the altar. Chest located at (-2857, 106, 5331).', 'In a mycelium room below the main bastion. Chest located at (-955, 166, -4138).', 'Behind a waterfall that runs through the dwelling. Chest located at (4289, 92, -977).', 'In a 1-block-wide room in the underground ruins of Ihted, behind iron bars. Chest located at (1069, 55, 1115).', 'In the tunnel where the water from outside the town drains into the sea. Chest located at (1864, 60, 4251).', 'Hidden beneath a singular block of polished diorite in the Temple of Bloom and Bough. Chest located at (2312, 73, -1611).', "In the ceiling, above a gap in the bridge near the site's entrance. Chest located at (-3137, 105, -999).", 'At the very top of the temple. Chest located at (-1430, 107, -1637).', 'Beneath the central ice spire in the shrine. Chest located at (1027, 97, -3007).']
Stone of Agony;Fervor Stone;['(-614, 83, 4914)', '(-1170, 64, -4183)', '(733, 63, -4563)', '(4139, 83, 4154)', '(6040, 63, 1533)', '(-1005, 73, -347)', '(1514.5, 180, -1937.5)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['In the northeastern portion of the Moonlight Sanctum, a banner can be seen hanging from the ceiling. Just above this banner is a small alcove, containing the stone in a chest.  (-614, 83, 4914)', "Beneath the main throne in Xor'Huul. An out-of-place button on the wall can be pressed to reveal this chest by retracting the bottom block of the throne.  (-1170, 64, -4183)", 'In an abandoned ship, stuck in the ice west of Mt. Yavhlix.  (733, 63, -4563)', 'In the blackstone ruins in the Black Jungle, at the top of a blackstone tower.  (4139, 83, 4154)', 'At the Insohmic Coven of Potentia in the Shattered Peninsula, in the final underground portion of the structure after the mini-boss.  (6040, 63, 1533)', 'In the Glade of the Giant, at the end of the tight underground maze beneath the large pyramid/ziggurat.  (-1005, 73, -347)', "At Ancehl Castle, in an item frame found behind a 2x2 painting in Duchess Cerice's room.  (1514.5, 180, -1937.5)"]
Stone of Luxury;Fervor Stone;['(-3307.5, 112.5, 1657)', '(-3974, 46, 6015)', '(-3068, 59, -692)', '(-1721, 164, 3037)', '(1669, 67, 1727)', '(2871, 221, -106)', '(3618, 85, -1376)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];['Clear the Foundry arena in less than 6 minutes (only registered if the Foundry has already been cleared once). This stone will then appear in an item frame over the control panel for the Foundry.  (-3307.5, 112.5, 1657)', 'At the Burnt Palace, hidden in a room behind a basalt/crying obsidian mural.  (-3974, 46, 6015)', 'In the ruins of Zahra, in a tomb beneath a building with a single red terracotta block covered in glow lichen.  (-3068, 59, -692)', 'In the tomb at the very top of Loraga Keep, where the Infected King spawns.  (-1721, 164, 3037)', 'Inside of an overgrown brick structure in the Heartwood, which holds a Runic Catalyst at its peak. A dripstone cavern is found inside this structure, with the stone.  (1669, 67, 1727)', 'In a Tehrmari Monastery high in the eastern mountain range. Found at the top of this path, in a building overlooking the Purity Peaks region.  (2871, 221, -106)', "At the top of a tower in northeastern Sal'Veruhkt.  (3618, 85, -1376)"]
Stone of Worry;Fervor Stone;['(-3954, 215, 3561)', '(1169, 98, 3903)', '(1169, 98, 3903)', '(5190, 115, 5574)', '(5877, 147, -294)', '(-1285, 5, 416)', '(26897, 78, -43)'];#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;#NO_INFO;['#NO_INFO'];['#NO_INFO'];["Atop a blackstone tower in the archipelago in southwest Anyr'Nogur.  (-3954, 215, 3561)", 'In the southeastern Rock Maw, inside a small hidden cavern with a dark oak entrance.  (1169, 98, 3903)', 'In the far northeast corner of the Oblivion labyrinth.  (1169, 98, 3903)', 'In a building towards the top of the river in the Zedoh Clan ruins.  (5190, 115, 5574)', 'Inside a large boulder in a set of stone ruins, in the craggy peninsula in the southeast Highfall Tundra region.  (5877, 147, -294)', 'In the ruins of Caer Adacia. Deep underground, a building has a staircase which appears to be blocked off by collapsed rubble. Digging through this rubble leads to a small altar with the stone in an item frame.  (-1285, 5, 416)', 'In a shulker box in the Resonant Halls, inside the same side room that contains the Activity Log - Project Panopticon book.  (26897, 78, -43)']
